OID_,Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,Surveyed_all_years,points,Acropora_cervicornis,Acropora_palmata,Agaricia_fragilis,Agaricia_lamarcki,Cladocora_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis_complex,Manicina_areolata,Meandrina_meandrites,Millepora_alcicornis,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_ferox,Mycetophyllia_lamarckiana_complex,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Phyllangia_americana,Porites_astreoides,Porites_porites_complex,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_sp,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Undaria_agaricites_complex,all_species_zero
1831,2010,7/9/2010 0:00:00,UK,OD,70,Carysfort Deep,701,Y,863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0023,0.0035,False
1832,2010,7/9/2010 0:00:00,UK,OD,70,Carysfort Deep,702,Y,799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0163,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0113,0.0063,False
1833,2010,7/13/2010 0:00:00,UK,OD,72,Molasses Deep,721,Y,1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0009,False
1834,2010,7/13/2010 0:00:00,UK,OD,72,Molasses Deep,722,Y,1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.013,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,False
1835,2010,7/14/2010 0:00:00,UK,OD,73,Conch Deep,733,Y,1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0017,0.0,0.0008,False
1836,2010,7/14/2010 0:00:00,UK,OD,73,Conch Deep,734,Y,1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.004,False
1837,2010,7/7/2010 0:00:00,MK,OD,74,Alligator Deep,743,Y,1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0009,0.0,False
1838,2010,7/7/2010 0:00:00,MK,OD,74,Alligator Deep,744,Y,1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,False
1839,2010,5/20/2010 0:00:00,MK,OD,75,Tennessee Deep,752,Y,981,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0031,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0031,0.002,False
1840,2010,5/20/2010 0:00:00,MK,OD,75,Tennessee Deep,753,Y,912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0,0.0033,0.0044,0.0,0.0,0.0011,0.0,0.0,0.0033,0.0,0.0,0.0055,False
1841,2010,5/17/2010 0:00:00,MK,OD,76,Sombrero Deep,763,Y,891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0011,0.0,0.0,0.0034,0.0011,0.0,0.0045,False
1842,2010,5/17/2010 0:00:00,MK,OD,76,Sombrero Deep,764,Y,786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0013,0.0178,0.0,0.0,0.0025,False
1843,2010,5/25/2010 0:00:00,LK,OD,77,Looe Key Deep,771,Y,1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0009,False
1844,2010,5/25/2010 0:00:00,LK,OD,77,Looe Key Deep,772,Y,949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,False
1845,2010,6/22/2010 0:00:00,LK,OD,77,Looe Key Deep,773,Y,924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,False
1846,2010,8/4/2010 0:00:00,LK,OD,78,Eastern Sambo Deep,782,Y,952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,0.0021,False
1847,2010,8/4/2010 0:00:00,LK,OD,78,Eastern Sambo Deep,783,Y,1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0035,0.0,False
1848,2010,8/4/2010 0:00:00,LK,OD,78,Eastern Sambo Deep,784,Y,1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,False
1849,2010,8/6/2010 0:00:00,LK,OD,79,Western Sambo Deep,791,Y,1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0008,0.0,0.0,0.0079,0.0,0.0,0.0024,False
1850,2010,8/6/2010 0:00:00,LK,OD,79,Western Sambo Deep,792,Y,1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0008,False
1851,2010,8/6/2010 0:00:00,LK,OD,79,Western Sambo Deep,794,Y,1061,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,False
1852,2010,8/5/2010 0:00:00,LK,OD,80,Rock Key Deep,803,Y,1397,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,False
1853,2010,8/5/2010 0:00:00,LK,OD,80,Rock Key Deep,804,Y,1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0085,0.0,0.0,0.0015,0.0,0.0,0.0,0.01,0.0,0.0008,0.0,False
1854,2010,6/23/2010 0:00:00,LK,OD,81,Sand Key Deep,811,Y,916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0011,False
1855,2010,6/23/2010 0:00:00,LK,OD,81,Sand Key Deep,812,Y,939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0021,0.0,0.0,0.0,0.0,0.0011,0.0043,0.0,0.0,0.0,False
1856,2010,6/23/2010 0:00:00,LK,OD,81,Sand Key Deep,814,Y,918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,False
1857,2011,5/14/2011 0:00:00,LK,BCP,18,Content Keys,181,Y,1019,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1858,2011,5/14/2011 0:00:00,LK,BCP,18,Content Keys,182,N,1018,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1859,2011,5/14/2011 0:00:00,LK,BCP,18,Content Keys,183,Y,1085,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,False
1860,2011,5/14/2011 0:00:00,LK,BCP,18,Content Keys,184,Y,1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,False
1861,2011,6/6/2011 0:00:00,UK,P,21,Two Patches,211,N,943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191,0.0,0.0021,0.0,False
1862,2011,6/6/2011 0:00:00,UK,P,21,Two Patches,212,N,895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547,0.0,0.0022,0.0,False
1863,2011,6/6/2011 0:00:00,UK,P,22,Burr Fish,221,N,961,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.001,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0,0.001,0.0021,0.0,0.001,0.0,0.0,0.0,0.0364,0.0,0.001,0.0,False
1864,2011,6/6/2011 0:00:00,UK,P,22,Burr Fish,222,N,869,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.023,0.0,0.0012,0.0,False
1865,2011,5/18/2011 0:00:00,MK,P,23,Rawa Reef,231,N,994,0.0,0.0,0.0,0.0,0.0,0.0523,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0634,0.0,0.0111,0.0,False
1866,2011,5/18/2011 0:00:00,MK,P,23,Rawa Reef,232,N,961,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0021,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.0,0.0052,0.0,False
1867,2011,5/13/2011 0:00:00,MK,P,24,Thor,241,N,738,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.0,0.0027,0.0136,0.0,0.0176,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,False
1868,2011,5/13/2011 0:00:00,MK,P,24,Thor,242,N,921,0.0,0.0,0.0,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0022,0.0,0.0608,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0.0304,0.0011,0.0119,0.0,False
1869,2011,5/17/2011 0:00:00,LK,P,25,Wonderland,251,N,979,0.0,0.0,0.0,0.0,0.0,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0674,0.0,0.0,0.0051,0.001,0.0,0.0,0.0766,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0878,0.0,0.001,0.0,False
1870,2011,5/17/2011 0:00:00,LK,P,25,Wonderland,252,N,856,0.0,0.0,0.0,0.0,0.0,0.0783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292,0.0,0.0,0.0,0.0,0.0,0.0,0.3084,0.0,0.0058,0.0047,0.0,0.0,0.0,0.0,0.0,0.0386,0.0,0.0023,0.0,False
1871,2011,7/14/2011 0:00:00,LK,P,26,Red Dun Reef,261,N,951,0.0,0.0,0.0,0.0,0.0,0.0347,0.0,0.0021,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0053,0.0,0.0,0.0042,0.0,0.0,0.0,0.0347,0.0053,0.0084,0.0,False
1872,2011,7/14/2011 0:00:00,LK,P,26,Red Dun Reef,262,N,1029,0.0,0.0,0.0,0.0,0.0,0.0739,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.1176,0.0,0.0,0.0,0.001,0.0,0.0,0.0058,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0408,0.0,0.0136,0.0,False
1873,2011,6/15/2011 0:00:00,UK,P,30,Turtle,301,Y,899,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.0,0.0122,0.0289,0.0,0.0,0.0,0.0,0.0,0.0289,0.0,0.0011,0.0033,False
1874,2011,6/15/2011 0:00:00,UK,P,30,Turtle,302,Y,914,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0274,0.0044,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.0,0.0033,False
1875,2011,6/15/2011 0:00:00,UK,P,30,Turtle,303,N,955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0482,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0115,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0073,False
1876,2011,6/15/2011 0:00:00,UK,P,30,Turtle,304,N,1036,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0106,0.0135,0.0,0.001,0.0,0.0,0.0,0.0087,0.0,0.0019,0.001,False
1877,2011,6/8/2011 0:00:00,UK,P,32,Porter Patch,321,Y,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0011,0.0288,0.0,0.0,0.0,False
1878,2011,6/8/2011 0:00:00,UK,P,32,Porter Patch,322,Y,903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0066,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0011,0.0011,0.0,0.0,0.0,0.0,0.0,0.0221,0.0033,0.0,0.0,False
1879,2011,6/8/2011 0:00:00,UK,P,32,Porter Patch,323,Y,942,0.0042,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0011,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,False
1880,2011,6/8/2011 0:00:00,UK,P,32,Porter Patch,324,N,998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.002,False
1881,2011,6/11/2011 0:00:00,UK,P,33,Admiral,331,Y,1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,False
1882,2011,6/11/2011 0:00:00,UK,P,33,Admiral,332,Y,839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,False
1883,2011,6/11/2011 0:00:00,UK,P,33,Admiral,333,Y,926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,False
1884,2011,6/11/2011 0:00:00,UK,P,33,Admiral,334,Y,967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.0,0.0,0.0,False
1885,2011,5/18/2011 0:00:00,MK,P,34,West Turtle Shoal,341,Y,1012,0.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0178,0.0,0.0,0.0,0.002,0.0,0.0,0.0099,0.0,0.001,0.0049,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0119,0.001,False
1886,2011,5/18/2011 0:00:00,MK,P,34,West Turtle Shoal,342,Y,964,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0166,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0021,0.0093,0.0,0.0,0.0,0.0,0.0,0.0643,0.0,0.0104,0.0,False
1887,2011,5/18/2011 0:00:00,MK,P,34,West Turtle Shoal,343,Y,938,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0128,0.0,0.0053,0.0,0.0,0.0,0.0512,0.0,0.0171,0.0,False
1888,2011,5/18/2011 0:00:00,MK,P,34,West Turtle Shoal,344,Y,886,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0576,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0023,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,0.0102,0.0,False
1889,2011,5/13/2011 0:00:00,MK,P,35,Dustan Rocks,351,N,978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0695,0.002,0.0,0.001,False
1890,2011,5/13/2011 0:00:00,MK,P,35,Dustan Rocks,352,Y,918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0011,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.0196,0.0011,False
1891,2011,5/13/2011 0:00:00,MK,P,35,Dustan Rocks,353,Y,941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0011,0.0478,0.0,0.0213,0.0,False
1892,2011,5/13/2011 0:00:00,MK,P,35,Dustan Rocks,354,Y,964,0.0,0.0,0.0,0.0,0.0,0.0135,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0021,0.0,0.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0021,0.0,0.0021,0.0,0.0,0.0,0.0394,0.0,0.0239,0.0,False
1893,2011,7/21/2011 0:00:00,LK,P,36,West Washer Women,361,Y,970,0.0,0.0,0.0,0.0,0.0,0.0629,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0557,0.001,0.0021,0.0,0.001,0.0,0.0,0.0351,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,0.0,0.0052,0.0041,False
1894,2011,7/21/2011 0:00:00,LK,P,36,West Washer Women,362,N,1004,0.0,0.0,0.0,0.0,0.0,0.0398,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0398,0.0,0.01,0.0,0.0,0.012,0.0,0.0,0.0,0.1076,0.0,0.008,0.0,False
